Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -6.000000e+001  1.000000e+000  1.000000e+000
   61    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000  2.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.000000e+000  2.000000e-001    1    1  9.713000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.000000e+000  2.000000e-001    1    1  9.934000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.000000e+000  2.000000e-001    1    1  1.025000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -4.000000e+000  2.000000e-001    1    1  1.049000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -5.000000e+000  2.000000e-001    1    1  1.062000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -6.000000e+000  2.000000e-001    1    1  1.066000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -7.000000e+000  2.000000e-001    1    1  1.060000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -8.000000e+000  2.000000e-001    1    1  1.048000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -9.000000e+000  2.000000e-001    1    1  1.044000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.000000e+001  2.000000e-001    1    1  1.074000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.100000e+001  2.000000e-001    1    1  1.044000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.200000e+001  2.000000e-001    1    1  9.777000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.300000e+001  2.000000e-001    1    1  9.272000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.400000e+001  2.000000e-001    1    1  8.896000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.500000e+001  2.000000e-001    1    1  8.591000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.600000e+001  2.000000e-001    1    1  8.349000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.700000e+001  2.000000e-001    1    1  8.147000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.800000e+001  2.000000e-001    1    1  7.972000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.900000e+001  2.000000e-001    1    1  7.897000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.000000e+001  2.000000e-001    1    1  7.872000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.100000e+001  2.000000e-001    1    1  7.690000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.200000e+001  2.000000e-001    1    1  7.288000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.300000e+001  2.000000e-001    1    1  6.818000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.400000e+001  2.000000e-001    1    1  6.439000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.500000e+001  2.000000e-001    1    1  6.200000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -2.600000e+001  2.000000e-001    1    1  6.094000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -2.700000e+001  2.000000e-001    1    1  6.085000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -2.800000e+001  2.000000e-001    1    1  6.102000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -2.900000e+001  2.000000e-001    1    1  6.056000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -3.000000e+001  2.000000e-001    1    1  5.892000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -3.100000e+001  2.000000e-001    1    1  5.623000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -3.200000e+001  2.000000e-001    1    1  5.315000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -3.300000e+001  2.000000e-001    1    1  5.057000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -3.400000e+001  2.000000e-001    1    1  4.943000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -3.500000e+001  2.000000e-001    1    1  5.052000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -3.600000e+001  2.000000e-001    1    1  5.451000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -3.700000e+001  2.000000e-001    1    1  6.179000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -3.800000e+001  2.000000e-001    1    1  7.242000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -3.900000e+001  2.000000e-001    1    1  8.604000e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -4.000000e+001  2.000000e-001    1    1  1.017000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -4.100000e+001  2.000000e-001    1    1  1.179000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -4.200000e+001  2.000000e-001    1    1  1.328000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -4.300000e+001  2.000000e-001    1    1  1.447000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -4.400000e+001  2.000000e-001    1    1  1.524000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -4.500000e+001  2.000000e-001    1    1  1.560000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -4.600000e+001  2.000000e-001    1    1  1.561000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -4.700000e+001  2.000000e-001    1    1  1.540000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -4.800000e+001  2.000000e-001    1    1  1.506000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -4.900000e+001  2.000000e-001    1    1  1.472000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -5.000000e+001  2.000000e-001    1    1  1.446000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   52 -5.100000e+001  2.000000e-001    1    1  1.436000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   53 -5.200000e+001  2.000000e-001    1    1  1.452000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   54 -5.300000e+001  2.000000e-001    1    1  1.502000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   55 -5.400000e+001  2.000000e-001    1    1  1.608000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   56 -5.500000e+001  2.000000e-001    1    1  1.807000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   57 -5.600000e+001  2.000000e-001    1    1  2.185000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   58 -5.700000e+001  2.000000e-001    1    1  2.941000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   59 -5.800000e+001  2.000000e-001    1    1  4.625000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   60 -5.900000e+001  2.000000e-001    1    1  9.153000e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   61 -6.000000e+001  2.000000e-001    1    1  2.678000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   61
    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61
