Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -6.000000e+001  1.000000e+000  1.000000e+000
   61    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc           SConc
    1 -0.000000e+000  5.770000e-002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.000000e+000  6.130000e-002    1    1  1.128217e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.000000e+000  6.390000e-002    1    1  1.142038e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.000000e+000  6.580000e-002    1    1  1.168210e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -4.000000e+000  6.740000e-002    1    1  1.192249e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -5.000000e+000  6.860000e-002    1    1  1.210336e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -6.000000e+000  6.960000e-002    1    1  1.221843e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -7.000000e+000  7.050000e-002    1    1  1.226005e-002  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -8.000000e+000  7.130000e-002    1    1  1.223710e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -9.000000e+000  7.190000e-002    1    1  1.215663e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.000000e+001  7.250000e-002    1    1  1.202246e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.100000e+001  7.310000e-002    1    1  1.184337e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.200000e+001  7.360000e-002    1    1  1.163482e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.300000e+001  7.400000e-002    1    1  1.140058e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.400000e+001  7.440000e-002    1    1  1.114700e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.500000e+001  7.480000e-002    1    1  1.088650e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.600000e+001  7.510000e-002    1    1  1.062345e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.700000e+001  7.540000e-002    1    1  1.036355e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.800000e+001  7.570000e-002    1    1  1.011575e-002  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.900000e+001  7.590000e-002    1    1  9.890797e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.000000e+001  7.600000e-002    1    1  9.695843e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.100000e+001  7.610000e-002    1    1  9.548533e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.200000e+001  7.620000e-002    1    1  9.461567e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.300000e+001  7.610000e-002    1    1  9.459267e-003  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.400000e+001  7.600000e-002    1    1  9.570033e-003  1.000000e+000  1.000000e+000  1.000000e+000              
